Country	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Iran	2317.0	2317.0	2317.0	2317.0	2317.0	2317.0	2509.6	2702.2	2894.8	3087.4	3280.0	3637.6	3995.2	4352.8	4710.4	5068.0	5168.0	5268.0	5368.0	5468.0	5568.0	5487.0	4910.0	4707.0	4712.0	4961.0	6062.0	6165.0	5809.0
Iraq	1029.0	1029.0	1029.0	1029.0	1029.0	1029.0	1256.4	1483.8	1711.2	1938.6	2166.0	2207.8	2249.6	2291.4	2333.2	2375.0	2533.2	2691.4	2849.6	3007.8	3166.0	3232.0	3549.0	3639.0	3563.0	3540.0	3923.0	3754.0	3712.0
Ireland	14920.0	14920.0	14920.0	14920.0	14920.0	14920.0	16532.8	18145.6	19758.4	21371.2	22984.0	24069.4	25154.8	26240.2	27325.6	28411.0	28441.4	28471.8	28502.2	28532.6	28563.0	28836.0	28632.0	30411.0	32817.0	36395.0	40779.0	42534.0	44917.0
Israel	16602.0	16602.0	16602.0	16602.0	16602.0	16602.0	17025.4	17448.8	17872.2	18295.6	18719.0	19021.6	19324.2	19626.8	19929.4	20232.0	20361.0	20490.0	20619.0	20748.0	20877.0	21685.0	21676.0	22723.0	23452.0	23796.0	23760.0	24032.0	24617.0
Italy	19365.0	19365.0	19365.0	19365.0	19365.0	19365.0	19999.2	20633.4	21267.6	21901.8	22536.0	22911.8	23287.6	23663.4	24039.2	24415.0	24727.4	25039.8	25352.2	25664.6	25977.0	26241.0	25847.0	24699.0	24694.0	24618.0	25297.0	26009.0	26473.0
Jamaica	6046.0	6046.0	6046.0	6046.0	6046.0	6046.0	5943.4	5840.8	5738.2	5635.6	5533.0	5592.8	5652.6	5712.4	5772.2	5832.0	5865.4	5898.8	5932.2	5965.6	5999.0	6103.0	6164.0	6153.0	6151.0	6110.0	6144.0	6274.0	6326.0
Japan	21638.0	21638.0	21638.0	21638.0	21638.0	21638.0	21859.0	22080.0	22301.0	22522.0	22743.0	23093.4	23443.8	23794.2	24144.6	24495.0	24360.2	24225.4	24090.6	23955.8	23821.0	24200.0	24718.0	25810.0	26380.0	26960.0	27447.0	28389.0	28781.0
Jordan	1457.0	1457.0	1457.0	1457.0	1457.0	1457.0	1507.8	1558.6	1609.4	1660.2	1711.0	1780.4	1849.8	1919.2	1988.6	2058.0	2208.8	2359.6	2510.4	2661.2	2812.0	2770.0	2668.0	2505.0	2471.0	2448.0	2700.0	2713.0	2734.0
Kazakhstan	6998.0	6998.0	6998.0	6998.0	6998.0	6998.0	7016.4	7034.8	7053.2	7071.6	7090.0	7863.4	8636.8	9410.2	10183.6	10957.0	11451.2	11945.4	12439.6	12933.8	13428.0	13878.0	14817.0	16233.0	16182.0	17236.0	16399.0	16382.0	16491.0
Kenya	1748.0	1748.0	1748.0	1748.0	1748.0	1748.0	1745.8	1743.6	1741.4	1739.2	1737.0	1737.6	1738.2	1738.8	1739.4	1740.0	1796.0	1852.0	1908.0	1964.0	2020.0	2101.0	2138.0	2201.0	2265.0	2354.0	2457.0	2520.0	2619.0
